n,k,p_n,growth_avg,entry,factors,runtime_s
1,0,2,0.5,4,"{2:2}",0
2,-1,2,0.37499999999999994,16,"{2:4}",0
3,0,7,0.40596416233653354,28,"{2: 2, 7: 1}",0.00017881393432617188
4,-1,37,0.4672685394283048,148,"{2: 2, 37: 1}",0.00017786026000976562
5,0,67,0.4951366153517993,268,"{2: 2, 67: 1}",0.00016999244689941406
6,-3,71,0.4980270005640645,3124,"{2: 2, 11: 1, 71: 1}",0.00015115737915039062
7,0,347,0.5129904071424457,2776,"{2: 3, 347: 1}",0.000247955322265625
8,-5,14197,0.5566267506430095,56788,"{2: 2, 14197: 1}",0.0002570152282714844
9,-4,41479,0.5894712690455376,165916,"{2: 2, 41479: 1}",0.0003719329833984375
10,-5,45853,0.6079477846755028,733648,"{2: 4, 45853: 1}",0.0005199909210205078
11,-6,792697,0.6336567050392711,3170788,"{2: 2, 792697: 1}",0.0003688335418701172
12,-9,174659,0.6413178874654705,16068628,"{2: 2, 23: 1, 174659: 1}",0.0003070831298828125
13,-8,14120011,0.6622556768223655,56480044,"{2: 2, 14120011: 1}",0.0008189678192138672
14,-7,22394171,0.6772389956332637,179153368,"{2: 3, 22394171: 1}",0.001194000244140625
15,-8,13783631,0.6847929573670039,771883336,"{2: 3, 7: 1, 13783631: 1}",0.0010170936584472656
16,-11,3067231,0.684080322126485,3950593528,"{2: 3, 7: 1, 23: 1, 3067231: 1}",0.0008571147918701172
17,-8,365080129,0.6930507493808927,10222243612,"{2: 2, 7: 1, 365080129: 1}",0.004720211029052734
18,-15,17050729021,0.7070002669666973,68202916084,"{2: 2, 17050729021: 1}",0.0037488937377929688
19,-10,5964084611,0.7147670861276081,190850707552,"{2: 5, 5964084611: 1}",0.0029900074005126953
20,-9,36735763033,0.7228993145584892,587772208528,"{2: 4, 36735763033: 1}",0.004828929901123047
21,0,1088863403,0.7225120182127452,60976350568,"{2: 3, 7: 1, 1088863403: 1}",0.007195949554443359
22,-3,123468206909,0.7277339395327193,987745655272,"{2: 3, 123468206909: 1}",0.0072820186614990234
23,-10,8500589429053,0.7366894582482463,34002357716212,"{2: 2, 8500589429053: 1}",0.0448760986328125
24,-19,11236322557,0.7349762263889129,278211346511320,"{2: 3, 5: 1, 619: 1, 11236322557: 1}",0.02152395248413086
25,-16,19161552580567,0.7408758010892754,996400734189484,"{2: 2, 13: 1, 19161552580567: 1}",0.008346080780029297
26,-23,1440528320401,0.7422546424397048,4500210472932724,"{2: 2, 11: 1, 71: 1, 1440528320401: 1}",0.010734796524047852
27,-22,4479028257696649,0.7504236112322927,17916113030786596,"{2: 2, 4479028257696649: 1}",0.10343289375305176
28,-7,1020107072457383,0.7554197335426075,8160856579659064,"{2: 3, 1020107072457383: 1}",0.22937893867492676
29,-24,10260171502270477,0.7609925990711529,287284802063573356,"{2: 2, 7: 1, 10260171502270477: 1}",0.02839803695678711
30,-19,36427199530664773,0.7661905488828236,1019961586858613644,"{2: 2, 7: 1, 36427199530664773: 1}",0.026158809661865234
31,-12,376314558252191479,0.7718517885735104,1505258233008765916,"{2: 2, 376314558252191479: 1}",0.03196597099304199
32,-15,303949858714099727,0.7760891403765149,9726395478851191264,"{2: 5, 303949858714099727: 1}",0.15411114692687988
33,0,36948020548661539,0.7778405009499402,147792082194646156,"{2: 2, 36948020548661539: 1}",0.10991573333740234
34,-15,3649714872483233,0.7773230057592446,131856898913074241824,"{2: 5, 1129: 1, 3649714872483233: 1}",0.06174206733703613
35,-26,647782406270270647,0.7792640982062226,1160826072036324999424,"{2: 8, 7: 1, 647782406270270647: 1}",0.09619688987731934
36,-29,1176650246775723437617,0.7846221848081577,4706600987102893750468,"{2: 2, 1176650246775723437617: 1}",0.18555212020874023
37,-28,4670216935694787852433,0.7897068955031099,18680867742779151409732,"{2: 2, 4670216935694787852433: 1}",1.2051351070404053
38,-33,2360432768258337611243,0.7935094638292618,75533848584266803559776,"{2: 5, 2360432768258337611243: 1}",0.2773289680480957
39,-20,12002719487977695198019,0.7972741059157017,192043511807643123168304,"{2: 4, 12002719487977695198019: 1}",0.9422750473022461
40,-11,3254793154373872449323,0.7996744582222179,104153380939963918378336,"{2: 5, 3254793154373872449323: 1}",1.2788581848144531
41,-36,241750311948609871745339,0.8032748622553854,4835006238972197434906780,"{2: 2, 5: 1, 241750311948609871745339: 1}",2.30615496635437
42,-23,504044168237411121570043,0.806467268126215,14113236710647511403961204,"{2: 2, 7: 1, 504044168237411121570043: 1}",0.5255420207977295
43,-22,12165655613709529705701709,0.8102462922969319,48662622454838118822806836,"{2: 2, 12165655613709529705701709: 1}",5.682355880737305
44,-37,1578230287063421069235709,0.8125920847262581,309333136264430529570198964,"{2: 2, 7: 2, 1578230287063421069235709: 1}",2.985156774520874
45,-22,1527342544919070562027649,0.8143708527042699,690358830303419894036497348,"{2: 2, 113: 1, 1527342544919070562027649: 1}",1.832961082458496
46,-41,77368298142629716347496621,0.8169884865565548,4951571081128301846239783744,"{2: 6, 77368298142629716347496621: 1}",2.350476026535034
47,-34,22478166699321072764047351,0.8186679363101109,19511048695010691159193100668,"{2: 2, 7: 1, 31: 1, 22478166699321072764047351: 1}",2.7841527462005615
48,-37,19728886255456086460110852781,0.8220104220492003,78915545021824345840443411124,"{2: 2, 19728886255456086460110852781: 1}",5.501760005950928
49,-12,1479600519332099566920329291,0.8240304647216472,11836804154656796535362634328,"{2: 3, 1479600519332099566920329291: 1}",4.232656955718994
50,-37,78552537787090520884167584023,0.8267473843356319,1256840604593448334146681344368,"{2: 4, 78552537787090520884167584023: 1}",2.8150999546051025
51,-16,124619339270872773063049434937,0.8291167056586609,498477357083491092252197739748,"{2: 2, 124619339270872773063049434937: 1}",4.653782844543457
52,-47,2535281817210791122973509614029,0.8318481870901623,20282254537686328983788076912232,"{2: 3, 2535281817210791122973509614029: 1}",5.637331962585449
53,-2,1367871266857181003812563013,0.8321985044970782,21885940269714896061001008208,"{2: 4, 1367871266857181003812563013: 1}",22.090944051742554
54,-51,758220738610850598278215965863,0.8338070597411162,324518476125444056063076433389364,"{2: 2, 107: 1, 758220738610850598278215965863: 1}",9.513782739639282
55,-50,64903489762684733804404380632609,0.8361143804719973,1298069795253694676088087612652180,"{2: 2, 5: 1, 64903489762684733804404380632609: 1}",10.19681191444397
56,-23,23267824662046849119800827076833,0.8377969851700734,1489140778370998343667252932917312,"{2: 6, 23267824662046849119800827076833: 1}",12.381693840026855
57,-32,2016011312819039062052088428083661,0.8401248205896514,16128090502552312496416707424669288,"{2: 3, 2016011312819039062052088428083661: 1}",10.18654489517212
58,-53,741755572617190316874634018078183,0.8418694941491544,83076624133125315489959010024756496,"{2: 4, 7: 1, 741755572617190316874634018078183: 1}",5.6466898918151855
59,-24,116108022011291015339658773007137,0.842900313795748,88706528816626335719499302577452668,"{2: 2, 191: 1, 116108022011291015339658773007137: 1}",29.193975925445557
60,-57,332306984815842876487217260305275077,0.8452408641128542,1329227939263371505948869041221100308,"{2: 2, 332306984815842876487217260305275077: 1}",21.518505096435547
61,-14,10245908535071535910957446556447721,0.8465659403991304,81967268280572287287659572451581768,"{2: 3, 10245908535071535910957446556447721: 1}",11.689728021621704
62,-37,576779480814372345384594015584111261,0.8483637196073173,18456943386059915052307008498691560352,"{2: 5, 576779480814372345384594015584111261: 1}",16.859248161315918
63,-46,43669983112011310295373659434219519,0.8493940003491729,84545087304853896731843404664648988784,"{2: 4, 11: 2, 43669983112011310295373659434219519: 1}",26.238150119781494
64,-35,766595032219705217085124239926352169,0.8506737264142862,251443170568063311203920750695843511432,"{2: 3, 41: 1, 766595032219705217085124239926352169: 1}",31.5438449382782
65,-30,147462082048908343464200088474078973867,0.8525915994561574,589848328195633373856800353896315895468,"{2: 2, 147462082048908343464200088474078973867: 1}",81.31348490715027
66,-53,340168485236181167168659834665989818207,0.8543658678178233,5442695763778898674698557354655837091312,"{2: 4, 340168485236181167168659834665989818207: 1}",34.78783416748047
67,-38,34082843838288798692231028061690392491,0.8555014613732762,17450416045203864930422286367585480955392,"{2: 9, 34082843838288798692231028061690392491: 1}",20.33086085319519
68,-49,2703949991605878748701368905970126390471,0.8570847296933112,86526399731388119958443804991044044495072,"{2: 5, 2703949991605878748701368905970126390471: 1}",72.78292298316956
69,-62,87112208952002679508786505958213929541997,0.8589459254533863,348448835808010718035146023832855718167988,"{2: 2, 87112208952002679508786505958213929541997: 1}",14.848624229431152
70,-43,7928749570076322903090409388257142246437,0.8601999927488928,1268599931212211664494465502121142759429920,"{2: 5, 5: 1, 7928749570076322903090409388257142246437: 1}",45.33735704421997
71,-26,2486182311606652922166961320288999034417,0.8610649727948438,755799422728422488338756241367855706462768,"{2: 4, 19: 1, 2486182311606652922166961320288999034417: 1}",54.95158505439758
72,-37,872753528936812174622759474936857632487711,0.8625436832590782,13964056462988994793964151598989722119803376,"{2: 4, 872753528936812174622759474936857632487711: 1}",63.718064069747925
73,-42,2515089611853310830985525351921243562267,0.8630085385554283,73963755305382164917622329549299930679147936,"{2: 5, 919: 1, 2515089611853310830985525351921243562267: 1}",150.0923581123352
74,-25,450064519828083200308767543169854436422493,0.8639804085354,28804129268997324819761122762870683931039552,"{2: 6, 450064519828083200308767543169854436422493: 1}",46.1767520904541
75,-68,89202964280805626125728029211765053815575811,0.8654384475089659,1427247428492890018011648467388240861049212976,"{2: 4, 89202964280805626125728029211765053815575811: 1}",26.77156400680542
76,-59,178309198605278608882655409302948391048473879,0.866776101013488,5705894355368915484244973097694348513551164128,"{2: 5, 178309198605278608882655409302948391048473879: 1}",50.77896595001221
77,-64,12800039807426222338923519639005362017677153,0.8675954244087498,22835271016448380652639559035985565839536040952,"{2: 3, 223: 1, 12800039807426222338923519639005362017677153: 1}",309.8069109916687
78,-71,11417980578761354098221034219136200775404524011,0.8690463706341419,91343844630090832785768273753089606203236192088,"{2: 3, 11417980578761354098221034219136200775404524011: 1}",19.803171157836914
79,-18,27067583972073782279955541423027122656226617,0.8696047865642506,2165406717765902582396443313842169812498129360,"{2: 4, 5: 1, 27067583972073782279955541423027122656226617: 1}",30.50799012184143
80,-49,335138437575454007186315238945812995455394039177,0.8710687406088218,1340553750301816028745260955783251981821576156708,"{2: 2, 335138437575454007186315238945812995455394039177: 1}",1953.0594699382782
81,-72,22484632793344761075967335088524273614573483303,0.8720491167488222,5846004526269637879751507123016311139789105658780,"{2: 2, 5: 1, 13: 1, 22484632793344761075967335088524273614573483303: 1}",200.16180515289307
82,-41,207552101238586682591678474277147846202606647667,0.8731026591975601,13283334479269547685867422353737462156966825450688,"{2: 6, 207552101238586682591678474277147846202606647667: 1}",515.7979021072388
83,-72,89938433000944307731075161564459737751935567333,0.8739041244817919,93535970320982080040318168027038127262012990026320,"{2: 4, 5: 1, 13: 1, 89938433000944307731075161564459737751935567333: 1}",1406.6889758110046
84,-55,668057686058744122922478304263345969654225586927,0.8747583407679314,363423381215956802869828197519260207491898719288288,"{2: 5, 17: 1, 668057686058744122922478304263345969654225586927: 1}",602.9057710170746
85,-78,2813115896031233027971095828474393648436502150401,0.8756051089073591,1496577656688615970880622980748377420968219144013332,"{2: 2, 7: 1, 19: 1, 2813115896031233027971095828474393648436502150401: 1}",125.34403800964355
86,-43,847721474678915151677066284145926195231094013829597,0.87686091720553,3390885898715660606708265136583704780924376055318388,"{2: 2, 847721474678915151677066284145926195231094013829597: 1}",125.8411967754364
87,-82,5986310703310716799218233791248963661377248118812869,0.878144191112616,23945242813242867196872935164995854645508992475251476,"{2: 2, 5986310703310716799218233791248963661377248118812869: 1}",6276.183018922806
88,-81,23945242681964238220080388182966810252556570961459311,0.8793997839816435,95780970727856952880321552731867241010226283845837244,"{2: 2, 23945242681964238220080388182966810252556570961459311: 1}",535.1074998378754
89,-84,95780971274701583843841806576297391730527410397816919,0.880628595902539,383123885098806335375367226305189566922109641591267676,"{2: 2, 95780971274701583843841806576297391730527410397816919: 1}",499.22841143608093
90,-55,353961534057819328429629488829010443095155500311582287,0.8818244375293222,1415846136231277313718517955316041772380622001246329148,"{2: 2, 353961534057819328429629488829010443095155500311582287: 1}",2510.533574819565
91,-50,1865294376528519562840369371488718946270070415695911,0.8824177045586801,4685619473839641141855007861179661993030416884228128432,"{2: 4, 157: 1, 1865294376528519562840369371488718946270070415695911: 1}",1225.886751651764
92,-81,3064990584477388446974604108401537056778547823447971119,0.8835185518015407,24519924675819107575796832867212296454228382587583768952,"{2: 3, 3064990584477388446974604108401537056778547823447971119: 1}",1221.1822261810303
93,-86,2229084419530136056437580925294955346105398001601119667,0.8844554299229408,98079714459325986483253560712978035228637512070449265348,"{2: 2, 11: 1, 2229084419530136056437580925294955346105398001601119667: 1}",792.3146615028381
94,-73,20161022567850196122598009822576519492849464592145653,0.8848783706723111,392252855080093415761266879108048763252879183104785824768,"{2: 10, 19: 1, 20161022567850196122598009822576519492849464592145653: 1}",791.1370611190796
95,-38,33303418081832224849856936137791865480300991168391475583,0.885782239095931,266427344654657798798855489102334923842407929347131804664,"{2: 3, 33303418081832224849856936137791865480300991168391475583: 1}",9007.803165197372
96,-65,1551910646123716432106622259468087469107479122301212314363,0.8868626295579793,6207642584494865728426489037872349876429916489204849257452,"{2: 2, 1551910646123716432106622259468087469107479122301212314363: 1}",14083.413741111755
97,-92,6277101735176712144278303325377997066938583814844657374303,0.8879227129816005,25108406940706848577113213301511988267754335259378629497212,"{2: 2, 6277101735176712144278303325377997066938583814844657374303: 1}",972.7344057559967
98,-57,495643991220806962619625032649379273644731768189201989571,0.8886674248625795,87233342454862025421054005746290752161472791201299550164496,"{2: 4, 11: 1, 495643991220806962619625032649379273644731768189201989571: 1}",1371.5793311595917
99,-76,6592281372755119593467854959956143085858670705833261989,0.8889811043249962,401654519479223926590809467000207885935197088765008986465792,"{2: 9, 7: 1, 17: 1, 6592281372755119593467854959956143085858670705833261989: 1}",1147.1664917469025
100,-71,3576611382517656033956641185359406063809997923832160587733,0.8896507180207006,1602321899367909903212575251041013916586879069876807943304384,"{2: 6, 7: 1, 3576611382517656033956641185359406063809997923832160587733: 1}",1196.7502818107605
101,-42,5955393624508342598079220283069887062606800512134478356947,0.8902494168362695,1334008171889868741969745343407654702023923314718123151956128,"{2: 5, 7: 1, 5955393624508342598079220283069887062606800512134478356947: 1}",12042.500333070755
102,-39,10479994697582290567694075973314712853594612727921647189,0.8903052992935524,2962568741070142556000302948744389547156953882830714600564032,"{2: 6, 7: 1, 631: 1, 10479994697582290567694075973314712853594612727921647189: 1}",2817.212053537369
103,-42,164637798046164801055670376198421684725162645878310524643829,0.8909326044842386,18439433381170457718235082134223228689218216338370778760108848,"{2: 4, 7: 1, 164637798046164801055670376198421684725162645878310524643829: 1}",7590.2028703689575
104,-99,10284403483208370747990723510002562264362458890794093088329911,0.8917353083568526,411376139328334829919628940400102490574498355631763723533196440,"{2: 3, 5: 1, 10284403483208370747990723510002562264362458890794093088329911: 1}",20141.753355264664
105,-98,11118274035242414239783287586559235614664029154654761789609599,0.892439441321902,1645504557215877307487926562810766870970276314888904744862220652,"{2: 2, 37: 1, 11118274035242414239783287586559235614664029154654761789609599: 1}",16224.132314682007
106,-47,8852207695666964347765978987504950673562745148857126261286511,0.8930297119446275,1982894523829400013899579293201108950878054913343996282528178464,"{2: 5, 7: 1, 8852207695666964347765978987504950673562745148857126261286511: 1}",12747.81529211998
107,-92,3596062571675662174129840525184366604697963267153861514563,0.8930335533795332,26328068669763326015187249227463814284971480345609595538260965680,"{2: 4, 5: 1, 23: 2, 173: 1, 3596062571675662174129840525184366604697963267153861514563: 1}",70114.04838633537
108,-53,193622946545040367042162895406380970134120491248964501349892337,0.8936344426238632,54214425032611302771805610713786671637553737549710060377969854360,"{2: 3, 5: 1, 7: 1, 193622946545040367042162895406380970134120491248964501349892337: 1}",9250.694667816162
109,-88,21062276900856544625716241854552638309699844206680814710032131479,0.8944283888819905,421245538017130892514324837091052766193996884133616294200642629580,"{2: 2, 5: 1, 21062276900856544625716241854552638309699844206680814710032131479: 1}",103726.47688293457
110,-91,13457985599094063402475082759028039788226301034025575296293851,0.8946883818868077,1684993628948973114243490261761346693645085794664138129397175320604,"{2: 2, 113: 1, 277: 1, 13457985599094063402475082759028039788226301034025575296293851: 1}",38429.38724255562
111,-74,23806965245248314188873677684772167680787222536576032101458981169,0.8953065931123985,6665950268669527972884629751736206950620422310241288988408514727320,"{2: 3, 5: 1, 7: 1, 23806965245248314188873677684772167680787222536576032101458981169: 1}",41237.220464468
112,-51,5952992118765769112057791074838374576541660590388628175789011,0.8953600299674858,9300288151242335894538542302727094540436117840437069135497062417168,"{2: 4, 7: 1, 13: 1, 29: 1, 37: 1, 5952992118765769112057791074838374576541660590388628175789011: 1}",19763.206833839417
113,-100,9462950681793238311387965815490128173258289172575901966130143747,0.8957583537716864,107839785969715743796577258433325500662451463410674978806019118140812,"{2: 2, 7: 1, 11: 1, 37: 1, 9462950681793238311387965815490128173258289172575901966130143747: 1}",14659.768391132355
114,-59,777269286141887329009000829073186606402049747019936306627388437,0.895938603530544,277006337272390373861543751468418535535988097041952980701095200731808,"{2: 5, 7: 1, 37: 1, 43: 1, 777269286141887329009000829073186606402049747019936306627388437: 1}",32388.654736995697
115,-88,6377087022084585982479100355709963543666769706585229566399005063,0.8961612307038638,1725282631302852230043825726635196376957782543498394347811852425764272,"{2: 4, 37: 1, 457: 1, 6377087022084585982479100355709963543666769706585229566399005063: 1}",32635.83522582054
116,-63,628748225573702532110042803130227156818153731284553099512898140487,0.8965576487726731,5211065293554846586128034752343322675708858124886376088762899788356256,"{2: 5, 7: 1, 37: 1, 628748225573702532110042803130227156818153731284553099512898140487: 1}",88765.67216968536
117,-60,4129738456401827052860778718093508300914936916436021621409805127991,0.8969776507766867,17113636163329171307055067007779498398991498581710873599122232450394704,"{2: 4, 7: 1, 37: 1, 4129738456401827052860778718093508300914936916436021621409805127991: 1}",217956.95900416374
118,-35,19403277165907518986165505342156854474390442038032782795122095875731,0.8974027713280655,1086583521290821063225268299160783850565864754129835836526837369040936,"{2: 3, 7: 1, 19403277165907518986165505342156854474390442038032782795122095875731: 1}",16973.23442840576
119,-102,373067350229384602728810718311761446874183431178461377817130180806877,0.8979044550714969,441711742671591369630911890481125553099033182515298271335482134075342368,"{2: 5, 37: 1, 373067350229384602728810718311761446874183431178461377817130180806877: 1}",56540.52569293976
120,-115,1046710346432634414509170567684016917502011215417402689770156486327913,0.8983829908907376,1766847064778286891691479918250620556743394931624575740332024148921517144,"{2: 3, 211: 1, 1046710346432634414509170567684016917502011215417402689770156486327913: 1}",36166.44972777367
121,-98,2170567921660381823609833608420499527942340630072587710103117519167527,0.8988243004775125,7067369152926203217673618229017146462980261091516345584095750642409467912,"{2: 3, 11: 1, 37: 1, 2170567921660381823609833608420499527942340630072587710103117519167527: 1}",68643.65677285194
122,-75,4544464472221207757205187647353223668035980314059180126715623150122511,0.8992302403970703,26903229675549549922654710872331084114773003459230346350156489048725265120,"{2: 5, 5: 1, 37: 1, 4544464472221207757205187647353223668035980314059180126715623150122511: 1}",8078.2635707855225
123,-100,3533687786512809762620655729116408744926488972362370702523701035900428667,0.8998842610948249,113078009168409912403860983331725079837647647115595862480758433148813717344,"{2: 5, 3533687786512809762620655729116408744926488972362370702523701035900428667: 1}",270923.35602092743
124,-95,382001939563807836354818901619390830504201930272991624256364396583948377,0.9003596505962835,452290296443548478244105579517358743316975085443222083119535445555394878368,"{2: 5, 37: 1, 382001939563807836354818901619390830504201930272991624256364396583948377: 1}",48435.603133678436
125,-88,12205597866934133553763346721953971162497355926304800079400126822129158891,0.9009259987960309,1806428484306251765956975314849187732049608677093110411751218769675115515868,"{2: 2, 37: 1, 12205597866934133553763346721953971162497355926304800079400126822129158891: 1}",161871.72380328178
126,-109,113078210945155734557482487019716789801545392663989412879510516330528203791,0.9015233359177265,7237005500489967011678879169261874547298905130495322424288673045153805042624,"{2: 6, 113078210945155734557482487019716789801545392663989412879510516330528203791: 1}",46388.68740916252
127,-76,181529166156437732006713945110926377684236230240154794526800422388116748527,0.9020719115598044,26866316591152784336993663876417103897266962075542909589966462513441278781996,"{2: 2, 37: 1, 181529166156437732006713945110926377684236230240154794526800422388116748527: 1}",338142.27595996857
128,-81,762308629018845916695356277579088105817573648817655609458109008076214506483,0.9026158155169965,112821677094789195670912729081705039661000900025013030199800133195279746959484,"{2: 2, 37: 1, 762308629018845916695356277579088105817573648817655609458109008076214506483: 1}",213373.59948444366
129,-118,214827623813734975712169818972464137330874240459731891112469165970519808781,0.9030379950174423,463168356942412607635438129704632680085364862431181957238483521832440707731836,"{2: 2, 7: 2, 11: 1, 214827623813734975712169818972464137330874240459731891112469165970519808781: 1}",304898.42291998863
130,-107,115792040667237877738507050380307303122804863362127603990402005900233907308959,0.903665513381061,1852672650675806043816112806084916849964877813794041663846432094403742516943344,"{2: 4, 115792040667237877738507050380307303122804863362127603990402005900233907308959: 1}",2633.4048295021057
131,-82,3033261022020192367306622986975085597543483931827716490776400221645642958407,0.9040729812518915,7182762100143815525782083233157002694982969950568032650158515724856882525507776,"{2: 6, 37: 1, 3033261022020192367306622986975085597543483931827716490776400221645642958407: 1}",2443.6971230506897
132,-73,5027197686564212092460521092594471432253382257840749317889574590390704561549,0.9044402647254881,23808808243568108469893027894527416703152018373133788769525025260090376803496064,"{2: 7, 37: 1, 5027197686564212092460521092594471432253382257840749317889574590390704561549: 1}",2672.7631890773773
133,-32,2676429705452031714173148439484986406170279787454842262990003379649564834723,0.9047224685374998,85645750574465014853540750063519564997448953198554952415680108148786074711136,"{2: 5, 2676429705452031714173148439484986406170279787454842262990003379649564834723: 1}",10912.40604877472
134,-85,3059821145054617746425078487664332508666812746826482380491902607535736087407,0.9049533783413092,463722014175317428706213494962504920353472805407047057728308823977255875518705664,"{2: 12, 37: 1, 3059821145054617746425078487664332508666812746826482380491902607535736087407: 1}",3707.580037355423
135,-104,7410549606862889672736941307769278887617903616354852406737989106906020120779151,0.9054379478829747,1897100699356899756220656974788935395230183325786842216124925211367941150919462656,"{2: 8, 7410549606862889672736941307769278887617903616354852406737989106906020120779151: 1}",3621.1168706417084
136,-99,4361342837195830639293122407968408703077655554466377200297531049767871864779,0.9055728488803494,7586363966217310780502257531275096329020646420149866619320742169705023322421020224,"{2: 6, 27179: 1, 4361342837195830639293122407968408703077655554466377200297531049767871864779: 1}",3697.8224623203278
137,-104,474266347068547862695836585854377139320779642006021067653385660985314532935267189,0.9061022586650809,30353046212387063212533541494680136916529897088385348329816682303060130107857100096,"{2: 6, 474266347068547862695836585854377139320779642006021067653385660985314532935267189: 1}",4479.870515346527
138,-55,6283717466868454910271863021355412935987308283949922432000804254626187810479463,0.9064088588101192,13371750769496072049058524509444318727780992028245434935297711453844527660700297264,"{2: 4, 7: 1, 19: 1, 6283717466868454910271863021355412935987308283949922432000804254626187810479463: 1}",3612.4447684288025
139,-86,636711770060301510921045266332694414715293503347799919212756175040128832037757191,0.9068343860932688,468619862764381912037889316020863089230456018463980740540588544829534820379789292576,"{2: 5, 23: 1, 636711770060301510921045266332694414715293503347799919212756175040128832037757191: 1}",3901.147628068924
140,-123,4669877142922046173595008980050766807535311661590961928430122123219452464271213307,0.9072779047712068,1942668891455571208215523735701118991934689651221840162226930803259292225136824735712,"{2: 5, 13: 1, 4669877142922046173595008980050766807535311661590961928430122123219452464271213307: 1}",4506.337582349777
141,-120,1942668874826985710008580675146278986266408975977603479023500289718603478817747697479,0.9078852090024225,7770675499307942840034322700585115945065635903910413916094001158874413915270990789916,"{2: 2, 1942668874826985710008580675146278986266408975977603479023500289718603478817747697479: 1}",4637.5311098098755
142,-127,277524127450457647907587897924401587773802414015245618451444217263575595770068586087,0.9083651049982864,31082702274451256565649844567532977830665870369707509266561752333520466726247681641744,"{2: 4, 7: 1, 277524127450457647907587897924401587773802414015245618451444217263575595770068586087: 1}",4509.806341409683
143,-104,1942234863981908020111898921550273107654272174771525272704962391291249545685148830269,0.9088591941373558,124303031294842113287161530979217478889873419185377617453117593042639970923849525137216,"{2: 6, 1942234863981908020111898921550273107654272174771525272704962391291249545685148830269: 1}",60672.925376176834
144,-99,7755602348621347379026314491424674544047196154015256880020461569746700633114628984801,0.9093473729301154,496358550311766232257684127451179170819020553856976440321309540463788840519336255027264,"{2: 6, 7755602348621347379026314491424674544047196154015256880020461569746700633114628984801: 1}",14106.812718868256
145,-48,272985418797628819396391844743113160046903298690271915256487018671346480960591715773,0.9096674232896689,30574366905334427772395886611228673925253169453310454508726546091190805867586272166576,"{2: 4, 7: 1, 272985418797628819396391844743113160046903298690271915256487018671346480960591715773: 1}",15563.470467090607
146,-103,31060698609680134073186163443121177929765891084628731899588632610050987019398001322479,0.9100984631363492,7951538844078114322735657841439021550020068117664955366294689948173052676965888338554624,"{2: 8, 31060698609680134073186163443121177929765891084628731899588632610050987019398001322479: 1}",8472.211612224579
147,-88,233711439728678659685555739632384929276128398654696359793727637605521740341838771255697,0.910545998800916,29915064285270868439751134672945270947344435027801134053597137613506782763755362720729216,"{2: 7, 233711439728678659685555739632384929276128398654696359793727637605521740341838771255697: 1}",9148.88063120842
148,-95,981232247146997594859090758477326833838421537707930731838531695508490520083950632357893,0.9109901824012299,125597727634815692141963617085097834731317956826615133675332057025086786570745680941810304,"{2: 7, 981232247146997594859090758477326833838421537707930731838531695508490520083950632357893: 1}",8121.133310317993
149,-50,27604213371137579172195019891468926287318308060150335924034769115743807825737804010989,0.9112684064046427,8391680864825824068347286047006553591344765650285702120906569811186117579024292419340656,"{2: 4, 19: 1, 27604213371137579172195019891468926287318308060150335924034769115743807825737804010989: 1}",22699.95154094696
150,-59,240760310079923426250869310525165552337497797903198594963480178064274326677983836746529,0.9115700262228392,177199588218823641720639812546521846520398379256754165893121411055305904434996103845445344,"{2: 5, 23: 1, 240760310079923426250869310525165552337497797903198594963480178064274326677983836746529: 1}",7984.7177298069
151,-140,2037035976334385509324947432339789035020734927040548086524940667085450402708850348605783927,0.9121117974627125,8148143905337542037299789729359156140082939708162192346099762668341801610835401394423135708,"{2: 2, 2037035976334385509324947432339789035020734927040548086524940667085450402708850348605783927: 1}",15436.587459564209
152,-121,4074068704163837530699252583377903869110392395678429111785820574989065884907085909138827429,0.9126250854739006,32592549633310700245594020667023230952883139165427432894286564599912527079256687273110619432,"{2: 3, 4074068704163837530699252583377903869110392395678429111785820574989065884907085909138827429: 1}",11828.468564748764
153,-82,13753547282900524626061077172475567946600520204773429630227260362134462573767681531900969,0.9129139957212041,96604916115093284973453006059468389256922053918328569722716276783632465118144195080072406256,"{2: 4, 439: 1, 13753547282900524626061077172475567946600520204773429630227260362134462573767681531900969: 1}",13917.916707992554
154,-79,441195717183450930869196786913986820164746494967736070965184839993197996147149765160699809,0.9132642973856748,324720047847019885119728835168694299641253420296253748230376042234993725164302227158275059424,"{2: 5, 23: 1, 441195717183450930869196786913986820164746494967736070965184839993197996147149765160699809: 1}",13592.07811665535
155,-110,260634571014625391664122028511101430912197834326650486467015565718937962334182298173213544581,0.9137614353877187,2085076568117003133312976228088811447297582674613203891736124525751503698673458385385708356648,"{2: 3, 260634571014625391664122028511101430912197834326650486467015565718937962334182298173213544581: 1}",14998.23219871521
156,-101,771901323405982860564090864233706368771470732287286318033582430348142176732083667988027877,0.9140389347515268,8265519371031264470920284974214527796804908601332261893503600664167906428447151916815802506916,"{2: 2, 2677: 1, 771901323405982860564090864233706368771470732287286318033582430348142176732083667988027877: 1}",65471.41270136833
